start_idx,trough_idx,recovery_idx,peak_equity,dd_amount,dd_pct,duration_days
0,15,30.0,-48.0,-256.63906838182385,5.346647257954664,30
30,32,33.0,16.919506833861135,-45.0,-2.6596519887885366,3
35,38,39.0,271.38720288836464,-64.0365629711232,-0.23596014214960864,4
40,47,50.0,379.9168892286565,-204.0,-0.5369595450578158,10
51,1858,,460.53497420191877,-8196.29371702341,-17.79733174712111,1811
