file,start,end,total_pnl,n_days,n_bets,max_dd,max_dd_pct,ttr_median_days,ttr_p90_days,ttr_max_days,streak_day_max,streak_day_p90,worst_1d,worst_5d,worst_20d
reports/bfsp/uk/win/bin_sweeps/bsp_10_00_20_00_daily.parquet,2020-12-31,2026-02-26,425.51953637605857,1862,107740,-1166.84644759,-1.9213207243160315,6.0,122.19999999999993,1058.0,11,4.0,-109.0,-235.42922754999995,-473.14073609
reports/bfsp/uk/win/bin_sweeps/bsp_1_01_1_50_daily.parquet,2021-01-01,2026-02-26,18.468633718853162,1152,1887,-19.106414409999996,-0.533516368274297,5.0,77.39999999999995,303.0,10,2.0,-6.0,-7.3170354600000005,-12.778756349999998
reports/bfsp/uk/win/bin_sweeps/bsp_1_50_2_50_daily.parquet,2020-12-31,2026-02-26,-149.5863223990588,1857,14122,-205.94989266773615,-22.541569378780235,927.0,1657.4,1840.0,9,4.0,-18.45278756,-24.347911819999993,-46.02357489999999
reports/bfsp/uk/win/bin_sweeps/bsp_20_00_50_00_daily.parquet,2020-12-31,2026-02-26,-1236.3556788441215,1862,87515,-1947.653520212922,-11.408140957119313,558.0,1142.0,1288.0,11,4.0,-179.74377176000002,-330.06815507,-540.3254338315328
reports/bfsp/uk/win/bin_sweeps/bsp_2_50_4_00_daily.parquet,2020-12-31,2026-02-26,15.38933059176459,1862,37745,-225.7708148321704,-1.4787732037421708,4.5,228.60000000000025,1077.0,11,4.0,-25.809631500000002,-46.59496129,-99.91624018000002
reports/bfsp/uk/win/bin_sweeps/bsp_4_00_6_00_daily.parquet,2020-12-31,2026-02-26,-452.1394871801715,1862,56307,-813.8616854727292,-3.870666541693156,9.5,53.000000000000014,1621.0,11,4.0,-47.4,-97.99724159,-130.95375153
reports/bfsp/uk/win/bin_sweeps/bsp_50_00_1000_daily.parquet,2020-12-31,2026-02-26,-7672.758742821494,1862,79213,-8196.29371702341,-17.79733174712111,10.0,1098.6000000000001,1811.0,19,8.0,-152.0,-315.0,-793.3891
reports/bfsp/uk/win/bin_sweeps/bsp_6_00_10_00_daily.parquet,2020-12-31,2026-02-26,424.42777575563576,1862,85157,-656.9181695294882,-4.725912046845537,4.0,175.2000000000002,962.0,11,4.0,-92.0,-123.19010908329818,-207.0472525982261
