event_date,pnl,n_bets,equity,month,rule_top_tracks,rule_worst_band,equity_global
2022-03-18,-2.0,80,-82.54011977567052,2022-03,"Harlow,Romford,Swindon",12-15,-38.34899988714892
2022-03-19,19.0,24,-63.54011977567052,2022-03,"Harlow,Romford,Swindon",12-15,-19.34899988714892
2022-03-20,27.271471950054167,58,-36.268647825616355,2022-03,"Harlow,Romford,Swindon",12-15,7.922472062905246
2022-03-21,9.525477696947295,46,-26.74317012866906,2022-03,"Harlow,Romford,Swindon",12-15,17.44794975985254
2022-03-22,-22.0,22,-48.743170128669064,2022-03,"Harlow,Romford,Swindon",12-15,-4.552050240147459
2022-03-23,-8.913563426386904,54,-57.656733555055965,2022-03,"Harlow,Romford,Swindon",12-15,-13.465613666534363
2022-03-24,50.0,42,-7.656733555055965,2022-03,"Harlow,Romford,Swindon",12-15,36.53438633346563
2022-03-25,9.069064204385523,68,1.412330649329558,2022-03,"Harlow,Romford,Swindon",12-15,45.60345053785116
2022-03-26,65.22644862065063,46,66.63877926998019,2022-03,"Harlow,Romford,Swindon",12-15,110.82989915850179
2022-03-27,7.914729630593207,66,74.5535089005734,2022-03,"Harlow,Romford,Swindon",12-15,118.744628789095
2022-03-28,7.0,54,81.5535089005734,2022-03,"Harlow,Romford,Swindon",12-15,125.744628789095
2022-03-29,-24.0,24,57.553508900573405,2022-03,"Harlow,Romford,Swindon",12-15,101.744628789095
2022-03-30,33.85936175950443,56,91.41287066007783,2022-03,"Harlow,Romford,Swindon",12-15,135.60399054859943
2022-03-31,102.51731788120131,38,193.93018854127914,2022-03,"Harlow,Romford,Swindon",12-15,238.12130842980073
2022-04-01,-15.226430093187112,52,-15.226430093187112,2022-04,"Harlow,Romford,Swindon",12-15,222.89487833661363
2022-04-02,-7.0,40,-22.226430093187112,2022-04,"Harlow,Romford,Swindon",12-15,215.89487833661363
2022-04-03,3.6148796194821813,56,-18.61155047370493,2022-04,"Harlow,Romford,Swindon",12-15,219.50975795609583
2022-04-04,-36.0,36,-54.61155047370493,2022-04,"Harlow,Romford,Swindon",12-15,183.50975795609583
2022-04-05,-24.0,24,-78.61155047370494,2022-04,"Harlow,Romford,Swindon",12-15,159.50975795609583
2022-04-06,22.510267631824664,44,-56.10128284188028,2022-04,"Harlow,Romford,Swindon",12-15,182.0200255879205
2022-04-07,101.02719796879794,48,44.92591512691766,2022-04,"Harlow,Romford,Swindon",12-15,283.04722355671845
2022-04-08,19.99225756911095,50,64.9181726960286,2022-04,"Harlow,Romford,Swindon",12-15,303.0394811258294
2022-04-09,-5.877382489300945,50,59.040790206727664,2022-04,"Harlow,Romford,Swindon",12-15,297.16209863652847
2022-04-10,-38.0440832302955,60,20.996706976432165,2022-04,"Harlow,Romford,Swindon",12-15,259.118015406233
2022-04-11,-4.0,58,16.996706976432165,2022-04,"Harlow,Romford,Swindon",12-15,255.11801540623298
2022-04-12,-22.0,22,-5.003293023567835,2022-04,"Harlow,Romford,Swindon",12-15,233.11801540623298
2022-04-13,40.83778720070977,70,35.834494177141934,2022-04,"Harlow,Romford,Swindon",12-15,273.95580260694277
2022-04-14,41.491544833569115,40,77.32603901071104,2022-04,"Harlow,Romford,Swindon",12-15,315.44734744051186
2022-04-15,54.921635622637154,62,132.2476746333482,2022-04,"Harlow,Romford,Swindon",12-15,370.368983063149
2022-04-16,30.639275346814543,52,162.88694998016274,2022-04,"Harlow,Romford,Swindon",12-15,401.00825840996356
2022-04-17,-14.450831601273464,68,148.43611837888926,2022-04,"Harlow,Romford,Swindon",12-15,386.5574268086901
2022-04-18,8.005506387669588,36,156.44162476655885,2022-04,"Harlow,Romford,Swindon",12-15,394.56293319635967
2022-04-19,-20.0,20,136.44162476655885,2022-04,"Harlow,Romford,Swindon",12-15,374.56293319635967
2022-04-20,75.1372080985643,58,211.57883286512316,2022-04,"Harlow,Romford,Swindon",12-15,449.700141294924
2022-04-21,13.889245990668307,46,225.46807885579148,2022-04,"Harlow,Romford,Swindon",12-15,463.5893872855923
2022-04-22,-41.472013270000005,62,183.99606558579148,2022-04,"Harlow,Romford,Swindon",12-15,422.1173740155923
2022-04-23,11.0,42,194.99606558579148,2022-04,"Harlow,Romford,Swindon",12-15,433.1173740155923
2022-04-24,-15.0,36,179.99606558579148,2022-04,"Harlow,Romford,Swindon",12-15,418.1173740155923
2022-04-25,-16.802970038,40,163.19309554779147,2022-04,"Harlow,Romford,Swindon",12-15,401.3144039775923
2022-04-26,-22.0,22,141.19309554779147,2022-04,"Harlow,Romford,Swindon",12-15,379.3144039775923
2022-04-27,70.40676786783513,52,211.5998634156266,2022-04,"Harlow,Romford,Swindon",12-15,449.7211718454274
2022-04-28,33.254190690260586,42,244.8540541058872,2022-04,"Harlow,Romford,Swindon",12-15,482.975362535688
2022-04-29,-5.632952684955669,60,239.22110142093152,2022-04,"Harlow,Romford,Swindon",12-15,477.34240985073234
2022-04-30,-16.796584816787153,60,222.42451660414437,2022-04,"Harlow,Romford,Swindon",12-15,460.54582503394516
2022-05-01,-4.0,28,-4.0,2022-05,"Harlow,Romford,Towcester",10-12,456.54582503394516
2022-05-02,-16.0,16,-20.0,2022-05,"Harlow,Romford,Towcester",10-12,440.54582503394516
2022-05-03,16.0,40,-4.0,2022-05,"Harlow,Romford,Towcester",10-12,456.54582503394516
2022-05-04,11.705523381999999,16,7.705523381999999,2022-05,"Harlow,Romford,Towcester",10-12,468.2513484159452
2022-05-05,12.996752164,46,20.702275546,2022-05,"Harlow,Romford,Towcester",10-12,481.2481005799452
2022-05-06,43.00071945469912,50,63.70299500069912,2022-05,"Harlow,Romford,Towcester",10-12,524.2488200346443
