variant,drag_per_bet,block_mode,terminal_mean,terminal_p05,terminal_p50,terminal_p95,maxdd_mean,maxdd_p05,maxdd_p50,maxdd_p95,worst20_mean,worst20_p05,worst20_p50,worst20_p95,p_ruin_200,p_ruin_300,p_ruin_500,p_ruin_750,p_ruin_1000,p_ruin_1500,p_ruin_2000,sims_csv,paths_sample_parquet,robust_score
drag=0.000|block=quarter|badq=0.25|badx=3,0.0,quarter,1368.0759807919555,-12.855853619047323,1367.7319053096637,2787.375708829787,-632.0969065137795,-1042.836614706828,-584.1234881274545,-389.301779166559,-208.0827097992775,-223.7661248129121,-207.21828509784626,-198.0891664368574,0.4176,0.2782,0.109,0.0332,0.0116,0.0006,0.0,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_sims_step20__drag_0.000__block_quarter__badq_0.25__badx_3.csv,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_paths_sample_step20__drag_0.000__block_quarter__badq_0.25__badx_3.parquet,-121.85585361904732
drag=0.005|block=quarter|badq=0.25|badx=3,0.005,quarter,969.2355707919556,-408.4556608734492,967.1896766089365,2391.4319814593005,-716.3969290132433,-1222.069316589368,-658.174125435539,-418.4475346298466,-212.33227252355945,-229.15112481291214,-211.36328509784627,-202.77916643685742,0.5258,0.3834,0.1978,0.0884,0.0314,0.0048,0.0002,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_sims_step20__drag_0.005__block_quarter__badq_0.25__badx_3.csv,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_paths_sample_step20__drag_0.005__block_quarter__badq_0.25__badx_3.parquet,-606.2556608734492
drag=0.010|block=quarter|badq=0.25|badx=3,0.01,quarter,570.3951607919543,-799.3374750081414,568.3448593176709,1988.4678465750976,-827.7731084126875,-1438.5930126555627,-755.3314629771397,-459.9723024748918,-216.58431248875056,-234.53612481291213,-215.50828509784623,-207.29970657331143,0.6778,0.5224,0.3226,0.1638,0.0816,0.0148,0.0014,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_sims_step20__drag_0.010__block_quarter__badq_0.25__badx_3.csv,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_paths_sample_step20__drag_0.010__block_quarter__badq_0.25__badx_3.parquet,-1121.9374750081415
drag=0.000|block=month|badq=0.25|badx=3,0.0,month,218.02034780683223,-1218.5014522527053,199.42328000467523,1724.0356384134218,-998.548970576926,-1766.4224110064044,-918.6385524073402,-506.6131935297238,-235.60764032442412,-259.5849658100626,-236.44329010047437,-207.2034968374752,0.7758,0.6798,0.495,0.3172,0.1876,0.0506,0.0112,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_sims_step20__drag_0.000__block_month__badq_0.25__badx_3.csv,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_paths_sample_step20__drag_0.000__block_month__badq_0.25__badx_3.parquet,-1713.5014522527053
drag=0.020|block=quarter|badq=0.25|badx=3,0.02,quarter,-227.28565920804496,-1597.6448793403458,-229.5963957010843,1183.4749206368267,-1149.7928590597403,-2016.037876515415,-1068.640156416444,-575.5931984607311,-225.25261209599068,-245.30612481291217,-223.66679630685746,-213.97930462999997,0.8702,0.79,0.6396,0.4648,0.3126,0.109,0.0304,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_sims_step20__drag_0.020__block_quarter__badq_0.25__badx_3.csv,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_paths_sample_step20__drag_0.020__block_quarter__badq_0.25__badx_3.parquet,-2237.2448793403455
drag=0.005|block=month|badq=0.25|badx=3,0.005,month,-180.91439019316778,-1617.689208043155,-201.57470849763834,1326.1801716109526,-1171.151918120482,-2058.8932378440404,-1086.2547999431968,-569.4939178314919,-240.45937441557172,-264.47996581006265,-241.6982901004744,-211.6325198904261,0.8594,0.782,0.6494,0.468,0.3286,0.1218,0.0348,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_sims_step20__drag_0.005__block_month__badq_0.25__badx_3.csv,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_paths_sample_step20__drag_0.005__block_month__badq_0.25__badx_3.parquet,-2267.089208043155
drag=0.010|block=month|badq=0.25|badx=3,0.01,month,-579.8491281931687,-2015.0414303957646,-599.9316048376506,927.9682404255078,-1378.9565074920934,-2368.342216504947,-1297.2656706444175,-645.856301594549,-245.33232851153434,-269.37496581006263,-245.6553414404743,-216.19277028471845,0.924,0.8734,0.7712,0.6268,0.4878,0.2408,0.0824,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_sims_step20__drag_0.010__block_month__badq_0.25__badx_3.csv,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_paths_sample_step20__drag_0.010__block_month__badq_0.25__badx_3.parquet,-2786.241430395765
drag=0.020|block=month|badq=0.25|badx=3,0.02,month,-1367.2661212115008,-2823.7295742087003,-1379.614043739526,130.8627086098813,-1888.229403513305,-3091.198820456421,-1846.5388451720069,-871.8671817815436,-257.30294193445866,-281.66487166835094,-257.4632901004744,-227.27871839148688,0.979,0.9684,0.9292,0.87,0.779,0.5562,0.3168,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_sims_step20__drag_0.020__block_month__badq_0.25__badx_3.csv,reports/bfsp/uk/greyhound/win/walkforward/step20_adversarial_mc/mc_paths_sample_step20__drag_0.020__block_month__badq_0.25__badx_3.parquet,-3752.9295742087006
