sim,terminal_pnl,max_dd,worst_20d,ruin_200,ruin_300,ruin_500,ruin_750,ruin_1000,ruin_1500,ruin_2000
28,-2413.461371207375,-2647.2279612775374,-258.82278662047435,1,1,1,1,1,1,1
29,-149.48828921776212,-1743.1352340340732,-236.23504623999995,1,1,1,1,1,0,0
30,-1793.094611255016,-2338.33997110267,-226.68164200000004,1,1,1,1,1,1,1
31,-2462.3089897995237,-3050.34186866146,-262.1057380489745,1,1,1,1,1,1,1
32,125.34659281721433,-1258.7025202149318,-234.57326093726576,0,0,0,0,0,0,0
33,-628.9014141534784,-1283.9147063548237,-242.1140784093999,1,1,1,1,1,0,0
34,-245.17442814801632,-1027.142300159173,-226.68164199999995,1,1,1,0,0,0,0
35,-530.7074764230534,-744.1874035600929,-240.47608844433984,1,1,1,0,0,0,0
36,-1407.3117208521774,-1877.3492363649052,-265.1007310623112,1,1,1,1,1,1,0
37,-31.03656536863265,-770.4843611164675,-224.99987891471835,1,1,1,0,0,0,0
38,-247.10482134552322,-1114.5910868672252,-223.67787473047434,1,1,1,1,1,0,0
39,446.18247989791615,-1087.4773298188322,-248.5314546112556,1,1,1,1,0,0,0
40,-1481.1751070783932,-2039.5369888511336,-262.10573804897456,1,1,1,1,1,1,0
41,1738.5457774776344,-497.8159200347839,-236.23504624,1,1,0,0,0,0,0
42,-1102.8387683939734,-1493.0829874539704,-231.02986714539935,1,1,1,1,1,0,0
43,-1002.4793650352829,-1407.4237283491889,-245.6553414404744,1,1,1,1,1,0,0
44,-2552.1502218235387,-2771.395589827646,-262.1057380489745,1,1,1,1,1,1,1
45,-1451.0754324668674,-1898.929473196693,-258.8227866204743,1,1,1,1,1,1,0
46,-246.14008788901472,-1026.1471747286266,-240.4760884443398,1,1,1,1,0,0,0
47,-665.7755950606874,-1127.607286104394,-272.0548716683509,1,1,1,1,0,0,0
48,-1177.9261673553947,-1979.685585510435,-252.39541997475402,1,1,1,1,1,1,0
49,-127.53976601867146,-916.0856112946623,-269.3749658100626,1,1,1,0,0,0,0
50,-579.4786453427334,-1567.174089027607,-230.63389285316873,1,1,1,1,1,0,0
51,-1911.3974326970251,-2045.3598880312309,-257.5634579546518,1,1,1,1,1,1,1
52,12.403770344446599,-1532.7679677006097,-262.10573804897456,1,1,1,0,0,0,0
53,636.3590581482446,-737.6826026782804,-208.03930463000003,0,0,0,0,0,0,0
54,114.97942843545297,-1273.764727416586,-250.87573894047424,1,1,1,1,1,0,0
55,-250.88664599078194,-623.5847008741525,-240.4760884443398,1,1,0,0,0,0,0
56,-58.93157120138971,-866.5362084454625,-257.5634579546518,1,1,0,0,0,0,0
57,598.8281013507852,-848.7675146895444,-262.1057380489745,0,0,0,0,0,0,0
58,-1601.4568513702832,-1713.8599309047402,-265.1007310623112,1,1,1,1,1,1,0
59,-749.9251745606091,-1561.1366347868532,-221.70809977650396,1,1,1,1,1,0,0
60,-2121.5410153045345,-2323.897161828741,-258.8227866204744,1,1,1,1,1,1,1
61,-653.7496792646137,-1252.5576310646907,-226.7709033427384,1,1,1,1,0,0,0
62,196.30692241555488,-800.4073491943376,-288.2702393130169,1,1,1,0,0,0,0
63,-2015.013276729201,-2365.507402479445,-245.65534144047433,1,1,1,1,1,1,1
64,-1079.4487954584597,-1522.4890411293845,-243.4926605666924,1,1,1,1,1,0,0
65,-444.30577983727477,-1073.10704378895,-256.40713871031784,1,1,1,1,0,0,0
66,-1747.3902473808735,-2262.053099791982,-208.03930463000003,1,1,1,1,1,1,1
67,1680.744535512838,-596.568246718472,-288.2702393130168,1,0,0,0,0,0,0
68,-206.81283553057781,-1349.7666004866333,-256.4071387103179,1,1,1,0,0,0,0
69,-1436.1106924717135,-1932.7871863310302,-226.92215729958042,1,1,1,1,1,0,0
70,-315.3630827896015,-1011.9484990615086,-257.0925317665835,1,1,0,0,0,0,0
71,-77.45079520994449,-1245.7150423395174,-256.40713871031784,1,1,1,0,0,0,0
72,465.6067485652293,-785.7498628622471,-250.87573894047432,1,0,0,0,0,0,0
73,-1792.8665801454001,-2201.073213356568,-256.4071387103179,1,1,1,1,1,1,1
74,713.1892338186137,-917.8284803348274,-240.47608844433972,1,1,0,0,0,0,0
75,-616.2049694019679,-1546.1143130357543,-242.11407840939995,1,1,1,1,1,0,0
76,-1728.3942038746443,-2054.788709994364,-258.8227866204743,1,1,1,1,1,1,0
77,-1194.8507832765667,-1398.7869859170135,-250.87573894047438,1,1,1,1,1,0,0
78,-1431.6611737446017,-1639.5367578548685,-243.49266056669248,1,1,1,1,1,1,0
79,60.225062101679754,-942.2030350479852,-265.10073106231124,1,1,1,1,0,0,0
80,-644.7047202941873,-1616.0296729959218,-248.5314546112556,1,1,1,0,0,0,0
81,-1551.3421986516084,-1699.8976747766874,-224.9998789147184,1,1,1,1,1,1,0
82,-164.9263287671169,-992.3290632455628,-262.10573804897456,1,1,1,1,0,0,0
83,-1406.2857216690345,-2354.132405171721,-258.82278662047423,1,1,1,1,1,1,0
84,333.5128260156472,-1238.9990924898977,-238.0829963809667,1,1,1,1,0,0,0
85,-1585.356210282982,-2116.5472788470142,-221.58039620939994,1,1,1,1,1,1,0
86,-1095.8429224787128,-1911.018630386986,-288.2702393130168,1,1,1,1,1,0,0
87,-1159.319892591153,-1848.4827068770694,-223.6778747304743,1,1,1,1,1,1,0
88,-475.58400007468003,-1023.9935794088962,-238.35743254917122,1,1,1,1,0,0,0
89,-980.2463153003799,-1627.0531456870635,-262.10573804897456,1,1,1,1,1,1,0
90,-116.14708075089789,-1496.8846799410298,-272.054871668351,1,1,1,1,0,0,0
91,-983.5318261911382,-1331.5536839976726,-265.1007310623111,1,1,1,1,1,0,0
92,937.519389409046,-1393.209623422375,-269.37496581006263,0,0,0,0,0,0,0
93,-371.5661289520062,-1201.291214210442,-244.13065661691198,1,1,1,0,0,0,0
94,-1916.0484423483902,-2114.0466767178036,-245.65534144047436,1,1,1,1,1,1,1
95,510.2838208579704,-1127.3892851915402,-234.57326093726576,1,0,0,0,0,0,0
96,-349.1680199843634,-1031.3879126739066,-257.0925317665835,1,1,1,1,0,0,0
97,-1123.4926130178076,-1899.9545900907833,-236.23504624,1,1,1,1,1,1,0
98,-2275.61819228556,-2578.2808770884576,-272.054871668351,1,1,1,1,1,1,1
99,-551.2498043207137,-831.2192586139362,-256.40713871031784,1,1,1,0,0,0,0
100,-118.99153914954604,-670.5237983069865,-234.53561532,0,0,0,0,0,0,0
101,484.0222033107703,-792.2194384984995,-256.4071387103179,1,1,1,1,0,0,0
102,-2.784608534300716,-977.5885016965426,-208.03930462999992,1,0,0,0,0,0,0
103,-124.01205348563155,-585.6269835737655,-238.0337726862566,1,1,0,0,0,0,0
104,181.25848120395585,-704.6842479074452,-257.5634579546518,0,0,0,0,0,0,0
105,304.50614843470044,-849.4005483109961,-222.16260849655208,0,0,0,0,0,0,0
106,-20.882190061098257,-749.7715743205044,-222.34017698870576,1,1,1,0,0,0,0
107,-433.90085902538436,-1131.1840405507126,-265.1007310623111,1,1,1,1,0,0,0
108,-1685.0813587124694,-2105.4524221783413,-246.95329010047436,1,1,1,1,1,1,1
109,-1364.8816040561398,-1970.630516173365,-243.4926605666924,1,1,1,1,1,1,0
110,175.65096949587564,-1227.7977408694169,-240.47608844433975,1,1,1,0,0,0,0
111,-638.0163497466467,-1522.4964281671553,-223.67787473047437,1,1,1,1,1,0,0
112,-1728.400488747091,-1806.6299973214627,-242.11407840939992,1,1,1,1,1,1,0
113,-229.15077885762838,-958.6171098392027,-242.1140784093999,1,0,0,0,0,0,0
114,146.5184553792806,-1296.1468833183671,-288.2702393130168,1,1,1,0,0,0,0
115,-727.1112429578827,-1461.1525346533815,-224.56811684605466,1,1,1,1,1,0,0
116,200.9811758564942,-1249.1758883454831,-257.09253176658353,1,1,1,1,0,0,0
117,-496.6614353430507,-1201.3426276519458,-245.23747717723,1,1,1,1,0,0,0
118,-579.3975189599172,-712.7744088634155,-265.10073106231124,1,1,1,0,0,0,0
119,-487.26729326718396,-1039.0176411814923,-215.68585359000005,1,1,1,0,0,0,0
120,-404.5390334807914,-1675.9299435589303,-236.23504624,1,1,1,0,0,0,0
121,-181.09124907445184,-1247.806368352194,-238.03377268625658,1,1,1,1,0,0,0
122,76.34642433271108,-802.7363016105068,-257.5634579546518,1,1,0,0,0,0,0
123,-344.04013115744146,-862.2429592425825,-226.68164199999998,1,1,1,0,0,0,0
124,-570.6681802240527,-1155.2055111336185,-252.39541997475402,1,1,1,0,0,0,0
125,1195.361864568451,-1046.0027766469404,-239.84943546020475,1,0,0,0,0,0,0
126,-635.2428996932344,-1274.7819229589418,-234.57326093726573,1,1,1,1,0,0,0
127,703.9689558923042,-936.5590876786307,-223.09729490625654,1,0,0,0,0,0,0
128,-251.52413790631434,-1129.1044856876924,-238.35743254917122,1,1,0,0,0,0,0
129,-363.9938770234918,-2134.636365771118,-243.49266056669245,1,1,1,1,1,0,0
130,-1065.1206822142967,-1559.1776232264135,-224.3022345056319,1,1,1,1,1,0,0
131,-157.87274991700994,-743.4147631825392,-224.56811684605475,1,1,0,0,0,0,0
132,-767.7215329549896,-1424.5113871160993,-250.8757389404744,1,1,1,1,0,0,0
133,-455.5273598643306,-1690.1998572908467,-245.23747717723,1,1,1,0,0,0,0
134,1053.6913331967394,-612.7123714991761,-208.03930462999986,0,0,0,0,0,0,0
135,-1858.0059002263788,-2163.5069760014158,-258.9307777639637,1,1,1,1,1,1,1
136,1018.2684860585213,-847.0189794396526,-238.03377268625653,1,1,1,0,0,0,0
137,-1780.0285646796913,-2342.9273112972055,-257.0925317665835,1,1,1,1,1,1,1
138,-345.4209869003859,-1297.9981221186413,-262.10573804897456,1,1,0,0,0,0,0
139,-2942.8018861167943,-3124.775317221428,-258.9307777639637,1,1,1,1,1,1,1
140,-100.0193409269374,-1508.1757448588062,-265.1007310623113,1,1,1,0,0,0,0
141,-1179.1466266309492,-1944.183741422176,-217.14982624732085,1,1,1,1,1,0,0
142,-235.45479951302408,-765.8090850599087,-264.6599851229666,1,1,0,0,0,0,0
143,-1769.6629135452383,-2207.070242642163,-245.23747717723,1,1,1,1,1,1,0
144,-843.2589495111216,-1961.5952486327483,-262.1057380489746,1,1,1,1,1,0,0
145,-1631.31002541949,-1795.4805577443317,-262.1057380489745,1,1,1,1,1,1,0
146,703.6837611175497,-846.6135638447128,-245.23747717723,1,1,0,0,0,0,0
147,-1190.1077838639253,-1558.9166747546471,-234.53612481291208,1,1,1,1,1,1,0
148,1451.5489540991605,-617.2409591330675,-245.14750838098678,0,0,0,0,0,0,0
149,-2.585496611241897,-1225.5353974104685,-265.1007310623113,1,0,0,0,0,0,0
150,1385.426290524074,-561.8783944000126,-265.1007310623112,1,0,0,0,0,0,0
151,-1228.1150358450323,-1433.5736608248033,-264.6599851229666,1,1,1,1,1,0,0
152,-165.28340666433814,-1066.7012347360464,-257.0925317665835,1,1,1,1,0,0,0
153,-1952.0959154528466,-2037.4518731432177,-223.67787473047434,1,1,1,1,1,1,0
154,364.27244329960524,-966.461230648374,-221.12044287999998,1,0,0,0,0,0,0
155,547.1731130698477,-604.0755633420798,-222.34017698870582,1,1,0,0,0,0,0
156,-1366.9534064959516,-2012.8619826324511,-256.40713871031784,1,1,1,1,1,1,0
157,-398.1935465251433,-764.357095768412,-242.1140784093999,1,1,1,0,0,0,0
158,-901.4457432658663,-1541.6027202774105,-265.10073106231124,1,1,1,1,1,0,0
159,-900.4089904851902,-1406.2232557958941,-265.10073106231124,1,1,1,1,1,0,0
160,-1316.419854239873,-1635.5731637184656,-272.05487166835104,1,1,1,1,1,1,0
161,-1486.4398167607385,-2024.8222964980287,-245.14750838098678,1,1,1,1,1,1,1
162,-336.56915273036736,-1211.722081525833,-244.13065661691195,1,1,1,0,0,0,0
163,481.4532484930367,-710.21129878825,-256.4071387103179,1,0,0,0,0,0,0
164,1458.3708337956446,-627.1448996934637,-257.0925317665835,1,1,0,0,0,0,0
165,292.2072244598102,-698.8171464046118,-223.67787473047434,1,1,1,0,0,0,0
166,-719.7680518612134,-1083.5118808903585,-226.7709033427385,1,1,1,1,0,0,0
167,-394.7579692170241,-912.840067325386,-224.7672083451654,1,1,1,0,0,0,0
168,-963.7380394170298,-1379.6569415779768,-272.0548716683509,1,1,1,1,0,0,0
169,-1469.345279799545,-2143.7210007862595,-265.10073106231124,1,1,1,1,1,1,0
170,1992.832509099351,-363.3995728480338,-288.2702393130168,0,0,0,0,0,0,0
171,-838.0714325503001,-1210.3074439101256,-229.78188855101405,1,1,1,1,1,0,0
172,1149.7406511785562,-911.9203671239338,-208.03930463000003,1,1,0,0,0,0,0
173,1063.432769077178,-523.4569666193822,-234.57326093726576,0,0,0,0,0,0,0
174,-992.1086675330964,-1076.1509097179019,-258.9307777639637,1,1,1,1,1,0,0
175,-1774.7745517999097,-2230.8544671736504,-258.82278662047435,1,1,1,1,1,1,1
176,-1924.634661572432,-2117.016396838246,-239.84943546020477,1,1,1,1,1,1,1
177,-567.982958563273,-1278.3949969346804,-256.40713871031784,1,1,1,1,1,0,0
178,-2227.2457765852578,-2725.9318621900456,-234.57326093726581,1,1,1,1,1,1,1
179,746.1332311248177,-551.0957560483482,-257.0925317665835,0,0,0,0,0,0,0
180,-1576.9812311928308,-1860.486987660079,-222.56446671706837,1,1,1,1,1,1,0
181,27.51862806594413,-713.9501610185879,-243.49266056669242,1,0,0,0,0,0,0
182,-2084.7293421535965,-2432.1584621014163,-258.82278662047435,1,1,1,1,1,1,1
183,-58.49562923004159,-1332.649902308884,-262.1057380489746,1,1,1,1,0,0,0
184,-1403.3888204335367,-1991.1564933501088,-262.1057380489745,1,1,1,1,1,1,0
185,-716.6045156672043,-1301.5150498784828,-262.10573804897456,1,1,1,0,0,0,0
186,-1424.8724812725773,-1687.4005231817,-258.82278662047435,1,1,1,1,1,0,0
187,-1117.0155155250138,-1415.6883269692737,-232.60825748791578,1,1,1,1,1,0,0
188,-2165.8547938595325,-2471.73710437386,-258.93077776396376,1,1,1,1,1,1,1
189,1228.1317730078617,-789.8748707824894,-256.4071387103178,1,1,1,1,0,0,0
190,19.669917917508794,-908.3328364548083,-208.03930463,1,1,1,0,0,0,0
191,-25.09041512979634,-1057.9263304220049,-231.40685670000002,1,1,0,0,0,0,0
192,-531.1614977515206,-1102.9102308728213,-245.23747717722998,1,1,1,1,1,0,0
193,-636.400058693667,-1114.5930005648293,-256.40713871031784,1,1,1,1,1,0,0
194,-592.6210221978108,-1129.9640435231236,-246.95329010047436,1,1,1,1,1,0,0
195,689.9053749345273,-836.1011136829043,-225.61109089434123,0,0,0,0,0,0,0
196,837.0103763706157,-760.2952156940462,-265.10073106231124,1,1,1,0,0,0,0
197,736.1275086230554,-777.6559916311601,-239.84943546020486,0,0,0,0,0,0,0
198,-246.48792997574762,-1269.4629790577617,-262.1057380489745,1,1,1,1,0,0,0
199,-1097.8444966594766,-1609.5418290399057,-252.39541997475396,1,1,1,1,1,0,0
200,317.2864235956893,-836.8262844011654,-252.39541997475402,1,1,0,0,0,0,0
201,-165.2668528879767,-1419.0844755985004,-258.82278662047435,1,1,0,0,0,0,0
202,472.2052848384829,-1050.0025410063895,-215.0437919717005,1,1,1,0,0,0,0
203,-480.5427136974222,-1540.1607980730864,-248.5314546112556,1,1,1,0,0,0,0
204,-1900.7347966737736,-2633.1332785169325,-240.4760884443398,1,1,1,1,1,1,1
205,-514.7004260105186,-1098.457608747481,-238.35743254917125,1,1,1,1,1,0,0
206,739.4887243028519,-1221.0993576010753,-252.39541997475396,1,0,0,0,0,0,0
207,-1228.491592693547,-1828.7120745266925,-243.49266056669245,1,1,1,1,1,1,0
208,-217.13213022714157,-966.1105717210886,-250.87573894047438,1,1,1,0,0,0,0
209,-78.17498588841161,-1149.4487438153158,-246.95329010047442,1,1,1,1,1,0,0
210,-441.54274008376797,-843.633308355639,-224.07692544471843,1,1,1,0,0,0,0
211,-758.3561855718772,-1403.041353330305,-219.9397358547185,1,1,1,1,1,0,0
212,-1248.4973484339841,-1908.313279143682,-234.5732609372658,1,1,1,1,1,1,0
213,-1711.2351524167243,-2366.6237663441634,-258.9307777639637,1,1,1,1,1,1,0
214,-1451.1639535479283,-2337.7274290862188,-257.09253176658336,1,1,1,1,1,1,0
215,-200.8525875075769,-1191.3878907123528,-240.47608844433978,1,1,1,1,1,0,0
216,-1009.6897085000193,-1978.5476274421262,-252.39541997475396,1,1,1,1,1,0,0
217,-1274.3512252698679,-1613.5089419759452,-242.11407840939995,1,1,1,1,1,0,0
218,2203.0431126030935,-657.99908458768,-226.68164199999995,0,0,0,0,0,0,0
219,-338.8907997129675,-1186.4029007564789,-265.10073106231124,1,1,1,1,0,0,0
220,-935.133106646061,-1489.4197066491174,-257.5634579546518,1,1,1,1,1,0,0
221,-1012.2006679150886,-1397.7418735690637,-224.76720834516536,1,1,1,1,1,0,0
222,-518.5170345465048,-1452.2074762004545,-239.84943546020483,1,1,1,1,1,0,0
223,-153.7413506260136,-1279.3925239526613,-265.10073106231124,1,1,1,1,0,0,0
224,-902.8892891049117,-1650.0679697083417,-246.95329010047433,1,1,1,1,1,0,0
225,-1447.7193457628134,-1842.5346899573265,-245.23747717723,1,1,1,1,1,1,0
226,-644.2350306909417,-1370.3763251288933,-246.95329010047442,1,1,1,1,1,0,0
227,-1605.637845412933,-1878.035617542849,-245.23747717722998,1,1,1,1,1,1,0
228,-778.9738246697113,-1601.9815675216605,-243.4926605666924,1,1,1,1,0,0,0
229,-1248.4450776281801,-1936.929987534405,-262.10573804897456,1,1,1,1,1,1,0
230,971.3358918145357,-722.3781757354918,-256.40713871031784,0,0,0,0,0,0,0
231,603.1073887878251,-656.9390478946799,-239.84943546020483,1,0,0,0,0,0,0
232,-499.50317840901994,-1203.1636461371786,-245.65534144047436,1,1,1,1,1,0,0
233,104.64138239333968,-1386.0904191962543,-236.23504624,1,1,1,0,0,0,0
234,93.90151617028191,-1504.5885675674756,-257.0925317665834,1,1,1,1,0,0,0
235,-664.3042595732958,-1076.6116235675238,-257.0925317665835,1,1,1,1,1,0,0
236,-1192.3129237472046,-1572.534944162825,-220.5957766325425,1,1,1,1,1,0,0
237,-1181.8927522412741,-1745.9603773972844,-240.47608844433978,1,1,1,1,1,0,0
238,-589.4813588034821,-1233.4908149953558,-242.1140784093999,1,1,1,1,1,0,0
239,-1947.0107312163104,-2060.7913768872004,-226.77090334273845,1,1,1,1,1,1,0
240,-86.68486847727439,-876.1576533630571,-236.23504624,1,1,0,0,0,0,0
241,-1733.629679102074,-1787.125598803014,-252.39541997475402,1,1,1,1,1,1,0
242,-637.1322323160347,-1180.067209019053,-256.40713871031784,1,1,1,1,0,0,0
243,1.840454486154922,-1087.3421354558022,-242.1140784093999,0,0,0,0,0,0,0
244,-482.3231602898666,-782.8765160366788,-245.65534144047433,1,1,1,0,0,0,0
245,56.43865937434466,-1022.5654284500595,-272.05487166835087,1,1,0,0,0,0,0
246,128.93487137288943,-1207.3086660879612,-265.1007310623113,1,1,1,1,0,0,0
247,-1433.6026293736618,-1742.8175751136619,-246.9532901004743,1,1,1,1,1,1,0
248,94.79175356910883,-672.2568621035715,-245.6553414404743,1,1,1,0,0,0,0
249,-933.8885016403106,-1724.7800701426997,-257.8356676040293,1,1,1,1,1,0,0
250,152.58066593774006,-790.5498314855492,-240.4760884443398,1,1,1,1,0,0,0
251,-643.3712518686038,-881.2376680702199,-258.82278662047435,1,1,1,1,0,0,0
252,-2130.097867492565,-2373.2448573094625,-238.0337726862566,1,1,1,1,1,1,1
253,-724.1518710849696,-1233.9531095046304,-224.7672083451654,1,1,1,1,1,0,0
254,-2235.8185635234527,-2540.9954575534525,-265.10073106231124,1,1,1,1,1,1,1
255,-572.7389862132881,-1621.0853664602757,-262.10573804897444,1,1,1,1,1,0,0
256,58.273882538535695,-730.6540996516815,-250.87573894047426,1,1,1,0,0,0,0
257,-1968.5066771916217,-2048.749049090066,-234.53561532000003,1,1,1,1,1,1,0
258,-778.8502742819011,-2017.3378203430213,-226.3213993526364,1,1,1,1,1,1,0
259,224.11645754534214,-956.3580771746014,-208.03930462999998,1,1,0,0,0,0,0
260,-1648.681721328077,-2066.9644682257044,-245.65534144047433,1,1,1,1,1,1,0
261,937.227443226252,-977.8927055148445,-222.63962333148683,0,0,0,0,0,0,0
262,-775.0603759196482,-1718.260471851902,-256.4071387103179,1,1,1,1,1,1,0
263,185.8639232172963,-667.9813976988868,-229.0263569608245,1,1,1,0,0,0,0
264,175.13400023392222,-655.0370186484071,-243.49266056669234,0,0,0,0,0,0,0
265,826.6486708680462,-784.6176032184807,-288.2702393130168,1,1,0,0,0,0,0
266,-478.2663744196352,-714.2091315000077,-258.8227866204743,1,1,1,0,0,0,0
267,-594.3374699508039,-1532.7736510591778,-258.82278662047435,1,1,1,1,1,0,0
268,-280.77401287722023,-1398.439233293871,-262.10573804897456,1,1,0,0,0,0,0
269,112.75954077349755,-585.6137610305655,-223.67787473047434,1,1,1,0,0,0,0
270,948.3205580135275,-631.7144461116726,-226.9221572995804,1,1,0,0,0,0,0
271,-886.4002153530594,-1599.101569407213,-272.05487166835087,1,1,1,1,1,1,0
272,-446.0912717630777,-1513.33019666669,-262.1057380489745,1,1,0,0,0,0,0
273,-408.8602919351433,-634.855765648285,-256.40713871031784,1,1,1,0,0,0,0
274,-200.60585230844984,-1391.8307331625463,-262.10573804897456,1,1,1,1,1,0,0
275,-954.163104571133,-1331.2972752912756,-262.10573804897456,1,1,1,1,1,0,0
276,-922.2136960328654,-2377.8477543822146,-245.6553414404744,1,1,1,1,1,1,0
277,-915.7445985831679,-1700.4541162593855,-262.10573804897456,1,1,1,1,1,1,0
278,-321.3232336080858,-957.9511434220046,-243.49266056669242,1,1,0,0,0,0,0
279,-1125.103050641304,-1687.473797340629,-216.41297674691577,1,1,1,1,1,0,0
280,-157.36059992804374,-1354.0328651256193,-252.3954199747539,1,1,1,1,0,0,0
281,-506.2482327039585,-989.7545226892313,-258.82278662047435,1,1,1,1,0,0,0
282,-115.62349304752695,-653.3519247895815,-245.23747717723003,1,1,0,0,0,0,0
283,-720.2203701240995,-1463.1700903610665,-236.23504623999997,1,1,1,1,1,0,0
284,300.2685782934079,-595.1078686714056,-265.10073106231124,0,0,0,0,0,0,0
285,1068.1336434344807,-1007.6212525642611,-246.95329010047433,1,1,1,1,0,0,0
286,-384.7477419875027,-1292.5741368591584,-234.53561531999998,1,1,0,0,0,0,0
287,-502.32471296923154,-1439.299600328406,-243.49266056669236,1,1,1,0,0,0,0
288,-788.3672721449316,-1399.1583255212827,-252.39541997475396,1,1,1,1,1,0,0
289,733.2711841219169,-1188.3056378261008,-208.4242051666039,1,0,0,0,0,0,0
290,-165.24708423557286,-885.4921582464218,-215.68585358999997,1,1,1,0,0,0,0
291,-458.3218122372121,-1326.2902151558847,-234.57326093726587,1,1,1,0,0,0,0
292,229.6091573826155,-1123.2852763026378,-252.39541997475402,1,1,1,1,0,0,0
293,943.3821660113956,-1078.8718595130263,-217.14982624732096,1,1,0,0,0,0,0
294,-780.797440224847,-1351.1026865019949,-256.40713871031784,1,1,1,1,0,0,0
295,-599.5588997994131,-1210.7935612239717,-257.8356676040293,1,1,1,1,1,0,0
296,-671.3153299127265,-1194.951116312044,-208.03930463000003,1,1,1,1,1,0,0
297,-591.3386270778302,-1341.2954081795835,-234.57326093726581,1,1,1,1,0,0,0
298,-382.72194593212646,-844.3286486295012,-246.95329010047436,1,1,0,0,0,0,0
299,-260.00509707604624,-1037.2210000663426,-238.35743254917122,1,1,0,0,0,0,0
300,775.1137791084025,-756.6632171583942,-288.2702393130168,0,0,0,0,0,0,0
301,-406.3131557922914,-1713.0216510947614,-216.33295001433984,1,1,1,1,1,0,0
302,121.77688690476954,-836.8391572915364,-224.56811684605475,1,0,0,0,0,0,0
303,362.6254687338683,-587.8958848161872,-234.5361248129121,0,0,0,0,0,0,0
304,-1508.9254428831325,-1705.7678599575224,-257.09253176658336,1,1,1,1,1,1,0
305,-912.8317925430524,-1478.048351466771,-257.0925317665835,1,1,1,1,1,0,0
306,-2578.0951907017543,-3568.751861227191,-236.23504624,1,1,1,1,1,1,1
307,-1777.1417674094703,-2483.3780051602457,-244.13065661691186,1,1,1,1,1,1,1
308,-2069.1288715851133,-2207.511873460317,-245.23747717723,1,1,1,1,1,1,1
309,-645.4185930210124,-973.0917477997218,-272.05487166835087,1,1,1,1,0,0,0
310,-1233.3869060422448,-1657.3974945591485,-262.10573804897456,1,1,1,1,1,0,0
311,-770.4725613444047,-1989.4808155914181,-258.9307777639637,1,1,1,1,1,1,0
312,153.80095248146128,-791.4763514256646,-272.0548716683509,1,1,1,0,0,0,0
313,-629.8373889496253,-1397.18631189922,-221.15287947084266,1,1,1,1,1,0,0
314,492.45010496453096,-1017.4193554062417,-219.67346530096677,1,1,0,0,0,0,0
315,-663.8895219774271,-1029.0835502860855,-234.57326093726581,1,1,1,1,0,0,0
316,-2539.1575633102552,-2817.1699889816214,-265.1007310623113,1,1,1,1,1,1,1
317,-1649.5176921756927,-1922.8567248755257,-257.0925317665835,1,1,1,1,1,1,0
318,1007.4312555774598,-486.87111794744044,-216.33295001433981,0,0,0,0,0,0,0
