sim,terminal_pnl,max_dd,worst_20d,ruin_200,ruin_300,ruin_500,ruin_750,ruin_1000,ruin_1500,ruin_2000
258,909.5249402176725,-622.1311367635974,-213.97930463,0,0,0,0,0,0,0
259,3.061811966451671,-898.2712698277384,-245.3061248129122,1,1,1,0,0,0,0
260,834.7750919290029,-832.4083892780486,-223.79828509784633,0,0,0,0,0,0,0
261,-1183.1801094906293,-1539.3134403106287,-222.9758535900001,1,1,1,1,1,0,0
262,176.03617109550308,-1038.5411462247187,-223.79828509784625,1,1,1,0,0,0,0
263,-101.41382693248444,-1042.0361656724003,-238.16215729958046,1,1,1,1,1,0,0
264,75.73941531415545,-662.2838162304492,-205.26873506650668,1,1,1,0,0,0,0
265,-172.5632814482425,-935.7958032991133,-230.90973585471846,1,1,0,0,0,0,0
266,91.8577810852003,-855.0119153863363,-213.97930463000003,1,1,0,0,0,0,0
267,1016.5138626637477,-801.4399000691008,-223.66679630685744,1,0,0,0,0,0,0
268,-939.0853882187586,-1512.68905537487,-213.97930463000003,1,1,1,1,1,0,0
269,544.4339022866349,-716.5214590238891,-238.16215729958046,1,0,0,0,0,0,0
270,-313.9924895347189,-1323.6267626370934,-245.30612481291212,1,1,1,0,0,0,0
271,-230.91083948497288,-1079.9606451163108,-213.97930463,1,1,0,0,0,0,0
272,654.3370197691498,-874.6628540167875,-213.97930463000003,1,0,0,0,0,0,0
273,-1124.1894931245924,-1496.1977038791943,-245.3061248129122,1,1,1,1,1,0,0
274,-1458.799498574138,-1692.3656185602388,-245.30612481291206,1,1,1,1,1,1,0
275,516.8736321470701,-612.634554432406,-238.16215729958046,0,0,0,0,0,0,0
276,51.887500011326495,-1407.9288631607267,-223.7982850978463,0,0,0,0,0,0,0
277,-1096.398348090821,-1456.8651304627256,-223.66679630685744,1,1,1,1,1,0,0
278,144.85840136092645,-1414.5414747216155,-213.97930463,1,1,0,0,0,0,0
279,1408.8756188628665,-749.0146252964163,-214.12755333943684,1,0,0,0,0,0,0
280,-1379.3456126661647,-2141.923711503785,-222.97585359000007,1,1,1,1,1,1,0
281,1571.6233717873135,-636.93202905,-222.97585359000004,1,1,0,0,0,0,0
282,-462.3250018570552,-1328.5901142434177,-223.79828509784627,1,1,1,1,1,0,0
283,-371.9232804524478,-815.7419450362221,-223.66679630685746,1,1,1,1,0,0,0
284,-724.8300850126758,-836.4468615426757,-205.2687350665067,1,1,1,1,0,0,0
285,347.0225979506911,-1184.1609852538195,-213.97930463000006,1,1,0,0,0,0,0
286,-1085.1956780946734,-1749.665315079631,-213.97930463,1,1,1,1,1,1,0
287,256.78509934462323,-887.6187306532632,-205.26873506650674,1,0,0,0,0,0,0
288,483.2639018892589,-716.8060843520509,-223.79828509784627,1,1,1,0,0,0,0
289,-1551.1495227815333,-1783.3661595570338,-245.30612481291217,1,1,1,1,1,1,0
290,-133.48106648413966,-1449.987669829774,-213.97930462999997,1,1,1,1,0,0,0
291,256.37918879194996,-582.4296646545124,-211.9332157922978,1,0,0,0,0,0,0
292,907.4412514780811,-660.4531968131532,-223.66679630685746,1,1,0,0,0,0,0
293,-59.793619882051374,-1251.524589466805,-223.7982850978463,1,1,1,1,0,0,0
294,199.04340910470265,-978.3934300734079,-213.97930463000006,0,0,0,0,0,0,0
295,371.0870639874507,-1493.9448214949175,-245.30612481291217,1,1,1,0,0,0,0
296,-806.9697988827588,-1235.1644700100953,-230.9097358547184,1,1,1,1,0,0,0
297,1538.864255211739,-472.73373600352437,-213.97930463,1,1,0,0,0,0,0
298,2220.9147876320217,-349.9459618563833,-225.27295001433978,0,0,0,0,0,0,0
299,242.67673560573567,-913.6607146809762,-223.7982850978463,0,0,0,0,0,0,0
300,401.4359754808587,-1193.438676349186,-238.16215729958046,1,1,1,1,1,0,0
301,-522.2712286020358,-1019.1267610880215,-245.30612481291215,1,1,1,1,0,0,0
302,1264.5209387015307,-767.1527276195367,-210.21547191171845,0,0,0,0,0,0,0
303,1031.2998926666683,-554.0259470582293,-211.93321579229777,1,0,0,0,0,0,0
304,-750.2227062485246,-1438.902928316782,-238.1621572995804,1,1,1,1,1,0,0
305,1085.460335827536,-741.8020955127473,-245.30612481291217,0,0,0,0,0,0,0
306,-854.813859909448,-1291.0824068832005,-225.4845158824915,1,1,1,1,1,0,0
307,-66.42971396101379,-928.4849524400001,-222.97585359000004,1,1,1,0,0,0,0
308,-301.399568129498,-1349.863839439908,-245.30612481291217,1,1,1,1,1,0,0
309,-768.6547877777789,-1401.8441987132157,-245.3061248129121,1,1,1,1,1,0,0
310,-2263.272794068717,-2559.880979683689,-245.30612481291217,1,1,1,1,1,1,1
311,-1786.464307847118,-1917.000582084518,-213.97930463000003,1,1,1,1,1,1,0
312,-769.5680705848416,-1756.2253172064923,-245.30612481291217,1,1,1,1,1,1,0
