sim,terminal_pnl,max_dd,worst_20d,ruin_200,ruin_300,ruin_500,ruin_750,ruin_1000,ruin_1500,ruin_2000
192,-119.44649775152114,-1022.4181267605047,-240.04747717723006,1,1,1,1,0,0,0
193,-232.150058693668,-982.0078144552652,-251.1521387103179,1,1,1,1,0,0,0
194,-189.98102219780816,-950.7190435231222,-241.6982901004744,1,1,1,1,0,0,0
195,1086.7303749345265,-665.3451832367929,-220.80609089434122,0,0,0,0,0,0,0
196,1238.4003763706137,-686.3402156940467,-259.62073106231134,1,1,1,0,0,0,0
197,1129.8575086230599,-660.2509916311583,-235.32443546020477,0,0,0,0,0,0,0
198,158.75207002425208,-1121.1729790577624,-257.0857380489746,1,1,1,0,0,0,0
199,-690.1094966594732,-1257.6818290399026,-247.105419974754,1,1,1,1,0,0,0
200,710.0764235956897,-700.404339515266,-247.105419974754,1,0,0,0,0,0,0
201,242.22814711202474,-1292.0894755984996,-254.48278662047437,0,0,0,0,0,0,0
202,875.730284838485,-882.202541006389,-210.17879197170058,1,1,0,0,0,0,0
203,-90.90771369742122,-1309.0543115413716,-243.84145461125567,0,0,0,0,0,0,0
204,-1495.749796673774,-2356.94827851693,-236.03108844433987,1,1,1,1,1,1,0
205,-115.74542601051822,-896.61760874748,-233.22243254917126,1,1,1,1,0,0,0
206,1152.5087243028531,-1059.2924438922403,-247.105419974754,0,0,0,0,0,0,0
207,-832.6315926935443,-1484.9770745266899,-238.64766056669245,1,1,1,1,1,0,0
208,182.25786977285892,-771.0255717210887,-246.69073894047438,1,1,1,0,0,0,0
209,318.3350141115918,-959.2201738007099,-241.69829010047434,1,1,1,1,0,0,0
210,-32.08774008376593,-729.6148588822988,-218.60692544471848,1,1,1,0,0,0,0
211,-358.73618557187103,-1247.0669495773939,-214.45473585471848,1,1,1,1,1,0,0
212,-849.0373484339834,-1608.0182791436823,-229.7382609372658,1,1,1,1,1,0,0
213,-1299.1751524167196,-2094.2037663441606,-253.6507777639637,1,1,1,1,1,1,0
214,-1037.9189535479302,-2065.8989796128812,-251.8725317665835,1,1,1,1,1,0,0
215,188.06741249242407,-1014.0878907123522,-236.03108844433984,1,1,1,1,0,0,0
216,-604.58470850002,-1712.792627442127,-247.105419974754,1,1,1,1,0,0,0
217,-875.5312252698675,-1399.1739419759447,-236.94907840939996,1,1,1,1,1,0,0
218,2606.363112603098,-563.2340845876777,-222.77664199999998,0,0,0,0,0,0,0
219,62.52920028703416,-1033.966141114434,-259.62073106231134,1,1,1,0,0,0,0
220,-538.3481066460607,-1365.7447066491175,-252.37345795465183,1,1,1,1,0,0,0
221,-605.7956679150885,-1188.288424095723,-219.38811684605471,1,1,1,1,1,0,0
222,-113.21703454650672,-1264.7791847506587,-235.3244354602048,1,1,1,1,0,0,0
223,246.0436493739865,-1115.3890744793214,-259.6207310623113,1,1,1,1,0,0,0
224,-496.0242891049104,-1407.3698077866393,-241.69829010047434,1,1,1,0,0,0,0
225,-1041.1543457628143,-1648.3246899573294,-240.04747717723012,1,1,1,1,1,0,0
226,-243.27003069094334,-1175.4349307920897,-242.16034144047435,1,1,1,1,0,0,0
227,-1209.3928454129207,-1539.595845219049,-240.04747717723,1,1,1,1,1,1,0
228,-381.8088246697115,-1406.9741484416609,-238.64766056669242,1,1,1,0,0,0,0
229,-842.6000776281799,-1687.322552023932,-257.0857380489745,1,1,1,1,1,0,0
230,1380.2158918145403,-586.8290338850193,-251.15213871031787,0,0,0,0,0,0,0
231,999.6123887878238,-623.2340478946797,-235.32443546020482,1,0,0,0,0,0,0
