band,bsp_lo,bsp_hi,total_pnl,max_dd,n_bets,win_rate,ratio
10-12,10.0,12.0,464.5663885397569,-171.54874980707172,8820,0.09807256235827665,2.7080721314624596
12-15,12.0,15.0,-244.0437125173832,-433.41000982367257,8261,0.07384093935358915,-0.5630781638307554
15-20,15.0,20.0,376.77734300855195,-202.0922340841895,6591,0.06357153694431801,1.8643830858517327
