start_idx,trough_idx,recovery_idx,peak_equity,dd_amount,dd_pct,duration_days
2,210,266.0,-0.10024153409886472,-11.638960498343298,116.10916176586242,264
267,270,272.0,0.6384548136756383,-1.1617828973025677,-1.8196791259417178,5
273,277,280.0,1.1976249527949212,-0.8343593282402357,-0.696678310094554,7
285,286,287.0,3.7640328138603443,-0.43964165339369776,-0.1168006962571633,2
288,289,291.0,3.9294171520250996,-0.5720383344346085,-0.14557841845317893,3
292,293,295.0,4.485196417830757,-1.0,-0.22295567614932793,3
296,302,306.0,5.181384847328387,-1.538509711072105,-0.2969302139109369,10
308,309,314.0,6.403626509079246,-0.6600000000000001,-0.10306659813220417,6
315,529,711.0,7.204807177176254,-10.897032456807857,-1.5124669111656475,396
716,731,758.0,9.743589582843438,-4.063921404870225,-0.41708667738078775,42
759,810,929.0,10.184095197973214,-10.70245205,-1.0508986652176961,170
929,930,935.0,10.305535827973209,-0.54272819,-0.05266375267230898,6
947,949,957.0,14.119913077973207,-1.6264585500000006,-0.11518899167568139,10
960,961,965.0,14.564764207973205,-0.8791919999999998,-0.06036431400095737,5
966,971,975.0,15.603836777973203,-1.4533528799999988,-0.09314073844015024,9
980,985,998.0,18.122241207973204,-3.6096008700000013,-0.1991807099671476,18
999,1005,1010.0,18.5596008479732,-1.5628478400000034,-0.0842069747513279,11
1012,1013,1018.0,19.3642873579732,-1.7173967700000006,-0.0886888703029325,6
1019,1021,1025.0,19.504191027973203,-1.5593831099999989,-0.07995118114683701,6
1027,1058,1090.0,20.463731877973203,-5.3735137800000015,-0.26258718654264407,63
1096,1098,1114.0,22.628450437973207,-3.372758179999998,-0.14904945388306892,18
1119,1147,1205.0,25.727451407973202,-6.335819359999995,-0.24626688666240992,86
1209,1213,1257.0,27.225066487973212,-2.6329261099999997,-0.09670963011837293,48
1259,1261,1269.0,28.47245887797322,-2.4348388300000003,-0.08551557982523361,10
1270,1271,1275.0,28.53125768797322,-1.9100000000000001,-0.06694412215852379,5
1277,1279,1280.0,29.92462566797322,-0.5222352599999986,-0.01745168897998681,3
1282,1285,1290.0,30.96209929797322,-1.2130273599999981,-0.03917781376275745,8
1290,1297,1324.0,31.169106747973224,-3.8947238799999973,-0.1249546196973788,34
1325,1328,1331.0,31.625330617973226,-1.8118922199999972,-0.05729243567086275,6
1333,1334,1337.0,32.39316564797323,-0.6671400799999994,-0.0205950874715371,4
1343,1362,1410.0,35.19616911797323,-8.590064600000005,-0.24406248791472634,67
1410,1411,1414.0,35.34024663797324,-0.844901120000003,-0.023907618094893352,4
1416,1417,1450.0,36.33246208797323,-5.767625540000001,-0.15874579394136906,34
1452,1456,1465.0,38.53434836797322,-2.7614730399999985,-0.07166263754170868,13
1467,1471,1479.0,39.872433937973234,-1.8991919799999977,-0.04763170422338497,12
1481,1484,1487.0,40.98300783797323,-1.5986897499999984,-0.03900859976701651,6
1489,1491,1512.0,42.458747657973234,-3.782933149999998,-0.08909667285699156,23
1516,1518,1519.0,45.86444114797325,-0.9227614200000005,-0.020119321132091833,3
1519,1520,1527.0,47.19534740797325,-1.5419512200000014,-0.03267167855913487,8
1532,1533,1535.0,49.900172337973245,-0.9017357999999973,-0.01807079530492504,3
1535,1538,1547.0,50.71825240797325,-2.154725560000003,-0.04248422328647241,12
1548,1554,1560.0,51.60860845797325,-2.225136540000001,-0.043115608160836386,12
1563,1568,1573.0,52.91731644797325,-2.046828739999995,-0.03867975319595764,10
1574,1575,1576.0,53.57261653797325,-0.7048572799999988,-0.013157044130939228,2
1578,1579,1580.0,54.38294866797325,-0.9181692000000012,-0.016883402288569205,2
1580,1581,1584.0,54.584547847973255,-1.633388140000001,-0.029924002385240043,4
1592,1653,1710.0,58.25003443797325,-13.151802500000016,-0.22578188368291066,118
1712,1713,1716.0,59.20318743797325,-1.8956562699999964,-0.03201949678783869,4
1716,1717,1720.0,59.468317777973255,-0.42442640000000154,-0.007137017085040311,4
1722,1723,1725.0,61.47949464797325,-0.4587317000000013,-0.0074615398618134866,3
1725,1726,1729.0,61.50104175797325,-1.0,-0.01625988717289258,4
1730,1731,1734.0,62.52170683797324,-0.8323839899999967,-0.013313519929280614,4
1737,1738,,64.88662858797325,-0.8599999999999994,-0.01325388633551845,3
