start_idx,trough_idx,recovery_idx,peak_equity,dd_amount,dd_pct,duration_days
0,2,3.0,-21.0,-17.0,0.8095238095238095,3
3,11,13.0,34.15923809303875,-81.4413152088574,-2.384166619496533,10
13,1786,,45.864184829967314,-3212.3168569067757,-70.03976782353868,1839
